사건번호,용도,시도,시군구,소재지,감정가,최저가,결과,낙찰가,낙찰율,매각일,분기
광주 7계 2025-33814,아파트,광주,광산구,광주 광산구 장덕동 1110 수완신안실크밸리 105동 10층 1001호,"415,000,000","290,500,000",예정,0,0%,2026-03-24,2026_1Q
광주 4계 2025-33818,아파트,광주,서구,광주 서구 풍암동 929-2 광명메이루즈 102동 1층 102호,"556,000,000","389,200,000",예정,0,0%,2026-04-07,2026_2Q
광주 7계 2025-33821(1),근린상가,광주,북구,광주 북구 연제동 10 1층 104호,"400,000,000","280,000,000",예정,0,0%,2026-03-24,2026_1Q
광주 7계 2025-33821(2),근린상가,광주,북구,광주 북구 연제동 10 1층 105호,"400,000,000","280,000,000",예정,0,0%,2026-03-24,2026_1Q
광주 7계 2025-33821(3),근린상가,광주,북구,광주 북구 연제동 10 1층 106호,"437,000,000","305,900,000",예정,0,0%,2026-03-24,2026_1Q
광주 8계 2025-33826,차량,광주,광산구,광주 광산구 월전동 92-1 평동주차장(010-4629-2670)내 보관,"48,000,000","33,600,000",진행,0,0%,2026-03-12,2026_1Q
광주 6계 2025-33835,아파트,광주,남구,광주 남구 진월동 484 진월3차삼익세라믹 303동 16층 1607호,"138,000,000","138,000,000",신건,0,0%,2026-03-11,2026_1Q
광주 6계 2025-33857,아파트,광주,광산구,광주 광산구 산정동 1056 부영애시앙 212동 3층 301호,"272,000,000","272,000,000",변경,0,0%,2026-03-11,2026_1Q
광주 3계 2025-33865,차량,광주,광산구,광주 광산구 월전동 92-1 평동주차장내 보관(010-4629-2670),"10,000,000","7,000,000",낙찰,"7,139,700",71.4%,2026-01-22,2026_1Q
광주 12계 2025-33896,차량,광주,광산구,광주 광산구 월전동 92-1 평동주차장(010-4629-2670)내 보관,"17,000,000","11,900,000",예상,0,0%,2026-04-17,2026_2Q
광주 4계 2025-33903(1),전,광주,남구,광주 남구 구소동 24,"151,345,000","105,942,000",예정,0,0%,2026-04-07,2026_2Q
광주 4계 2025-33903(2),대지,광주,남구,광주 남구 봉선동 610-9,"309,540,000","216,678,000",예정,0,0%,2026-04-07,2026_2Q
광주 4계 2025-33903(3),전,광주,광산구,광주 광산구 덕림동 1021,"53,625,000","37,538,000",예정,0,0%,2026-04-07,2026_2Q
광주 5계 2025-33911(1),차량,광주,광산구,광주 광산구 산정동 156 내 보관,"3,500,000","2,450,000",낙찰,"3,090,000",88.3%,2026-03-04,2026_1Q
광주 5계 2025-33911(2),차량,광주,광산구,광주 광산구 산정동 156 내 보관,"22,000,000","15,400,000",낙찰,"18,550,000",84.3%,2026-03-04,2026_1Q
광주 4계 2025-33931,오피스텔(주거),광주,광산구,광주 광산구 우산동 1594-2 우산동에이엠시티하이클래스 4층 402호,"42,400,000","29,680,000",예정,0,0%,2026-04-07,2026_2Q
광주 9계 2025-33933,차량,광주,광산구,광주 광산구 월전동 92-1 평동주차장(010-4629-2670)내 보관,"20,000,000","14,000,000",예정,0,0%,2026-04-08,2026_2Q
광주 3계 2025-33953,차량,광주,남구,광주 남구 송하동 348-1 송원주차장(010-3622-7261)내 보관,"15,000,000","10,500,000",낙찰,"13,699,999",91.3%,2026-03-05,2026_1Q
광주 4계 2025-33966,아파트,광주,서구,광주 서구 풍암동 1099 신암마을 풍암부영2차 205동 18층 1801호,"260,000,000","182,000,000",예정,0,0%,2026-04-07,2026_2Q
광주 7계 2025-33970,차량,광주,광산구,광주 광산구 산정동 156 제3자 여대주차장내 보관,"30,000,000","21,000,000",낙찰,"28,910,000",96.4%,2026-02-13,2026_1Q
광주 8계 2025-33974,차량,광주,광산구,광주 광산구 우산동 218-5 서창다리주차장(010-8466-0864)내 보관,"9,000,000","6,300,000",진행,0,0%,2026-03-12,2026_1Q
광주 4계 2025-33982,아파트,광주,광산구,"광주 광산구 신촌동 826-1 ,977-2 신촌동대주파크빌 103동 11층 1103호","204,000,000","142,800,000",예정,0,0%,2026-04-07,2026_2Q
광주 8계 2025-33997,차량,광주,남구,광주 남구 송하동 348-1 송원주차장(010-3622-7261)내 보관,"13,500,000","9,450,000",진행,0,0%,2026-03-12,2026_1Q
광주 4계 2025-33998,아파트,광주,광산구,광주 광산구 신가동 1336 모아엘가더수완 101동 14층 1404호,"583,000,000","408,100,000",예정,0,0%,2026-04-07,2026_2Q
광주 12계 2025-34009,차량,광주,동구,"광주 동구 소태동 493-1 ,493-10,494-1,494-2 영빈2주차장내 보관(010-5743-8200)","26,000,000","14,560,000",예상,0,0%,2026-04-17,2026_2Q
광주 4계 2025-34011,아파트,광주,동구,광주 동구 지산동 315-1 삼성 4동 4층 405호,"205,000,000","143,500,000",예정,0,0%,2026-04-07,2026_2Q
광주 7계 2025-34017,차량,광주,광산구,광주 광산구 월전동 92-1 평동주차장내 보관,"23,000,000","16,100,000",예정,0,0%,2026-03-24,2026_1Q
광주 4계 2025-34027,아파트,광주,남구,광주 남구 진월동 500-7 유달파크 7층 703호,"145,000,000","116,000,000",예정,0,0%,2026-04-07,2026_2Q
광주 4계 2025-34030,차량,광주,남구,광주 남구 송하동 348-1 송원주차장(010-3622-7261)내 보관,"75,000,000","52,500,000",낙찰,"60,899,999",81.2%,2026-02-24,2026_1Q
광주 6계 2025-34050,아파트,광주,북구,광주 북구 일곡동 814-4 쌍용 101동 10층 1006호,"417,000,000","417,000,000",변경,0,0%,2026-03-11,2026_1Q
광주 2계 2025-34055,중기,광주,광산구,광주 광산구 월전동 92-1 평동주차장내 보관(010-4629-2670),"40,000,000","28,000,000",낙찰,"31,550,000",78.9%,2026-02-19,2026_1Q
광주 4계 2025-34076,아파트,광주,남구,광주 남구 방림동 556-1 라인효친 201동 8층 902호,"128,000,000","102,400,000",예정,0,0%,2026-04-07,2026_2Q
광주 6계 2025-34079,아파트,광주,서구,광주 서구 금호동 931 금호동 쌍용예가 만호마을 106동 3층 304호,"695,000,000","695,000,000",신건,0,0%,2026-03-11,2026_1Q
광주 9계 2025-34087,차량,광주,남구,광주 남구 송하동 348-1 송원주차장내 보관,"20,000,000","14,000,000",낙찰,"14,624,000",73.1%,2026-02-25,2026_1Q
광주 5계 2025-34104,차량,광주,광산구,광주 광산구 월전동 92-1 평동주차장내 보관,"33,000,000","23,100,000",낙찰,"33,062,000",100.2%,2026-03-04,2026_1Q
광주 6계 2025-34137,근린주택,광주,북구,광주 북구 두암동 836-40,"35,966,440","35,966,440",취하,0,0%,2026-03-11,2026_1Q
광주 10계 2025-34143,차량,광주,남구,광주 남구 송하동 348-1 송원주차장내 보관,"19,000,000","13,300,000",낙찰,"15,200,000",80.0%,2026-02-20,2026_1Q
광주 11계 2025-34144,중기,광주,광산구,광주 광산구 월전동 92-1 평동주차장내 보관,"145,000,000","81,200,000",낙찰,"86,700,000",59.8%,2026-03-03,2026_1Q
광주 2계 2025-34154,차량,광주,광산구,광주 광산구 우산동 218-5 서창다리주차장내 보관(010-8466-0864),"16,000,000","11,200,000",예정,0,0%,2026-04-02,2026_2Q
광주 4계 2025-34158,아파트,광주,남구,"광주 남구 봉선동 5 ,2-2,3-1,3-8,4-1,4-3,6,7-19,7-2,7-8,산1,산1-1,산1-2,산7-1 명지 B동 15층 1511호","130,000,000","91,000,000",예정,0,0%,2026-04-07,2026_2Q
광주 6계 2025-34162,연립,광주,광산구,광주 광산구 선암동 818 선운더브이레브리티 102동 3층 303호,"524,000,000","524,000,000",신건,0,0%,2026-03-11,2026_1Q
광주 4계 2025-34186,아파트,광주,서구,광주 서구 화정동 1612 유니버시아드힐스테이트 301동 29층 2902호,"586,000,000","410,200,000",예정,0,0%,2026-04-07,2026_2Q
광주 10계 2025-34187,차량,광주,남구,광주 남구 임암동 631-8 지와이피주차장내 보관,"25,000,000","17,500,000",예정,0,0%,2026-03-27,2026_1Q
광주 4계 2025-34213,차량,광주,광산구,광주 광산구 우산동 218-5 서창다리주차장(010-8466-0864)내 보관,"52,000,000","29,120,000",예정,0,0%,2026-04-07,2026_2Q
광주 4계 2025-34244,아파트,광주,북구,광주 북구 운암동 68 벽산블루밍메가씨티 204동 7층 704호,"594,000,000","415,800,000",예정,0,0%,2026-04-07,2026_2Q
광주 6계 2025-34259,답,광주,북구,광주 북구 일곡동 10,"79,458,000","79,458,000",신건,0,0%,2026-03-11,2026_1Q
광주 6계 2025-34275,아파트,광주,북구,"광주 북구 운암동 1051-1 ,1051-24 미라보 101동 3층 302호","180,000,000","180,000,000",신건,0,0%,2026-03-11,2026_1Q
광주 6계 2025-34287,임야,광주,광산구,광주 광산구 신창동 산101-2,"967,565,000","967,565,000",신건,0,0%,2026-03-11,2026_1Q
광주 11계 2025-34293,차량,광주,동구,광주 동구 소태동 493-1 영빈2주차장내 보관,"33,000,000","23,100,000",낙찰,"27,060,000",82.0%,2026-03-03,2026_1Q
광주 6계 2025-34304,아파트,광주,광산구,광주 광산구 장덕동 1306 진흥수완더루벤스 104동 14층 1403호,"400,000,000","400,000,000",신건,0,0%,2026-03-11,2026_1Q
광주 6계 2025-34331,중기,광주,광산구,광주 광산구 우산동 218-5 서창다리주차장(010-8466-0864)내 보관,"32,000,000","22,400,000",진행,0,0%,2026-03-11,2026_1Q
광주 8계 2025-34340,차량,광주,광산구,광주 광산구 월전동 92-1 평동주차장(010-4628-2670)내 보관,"18,500,000","18,500,000",신건,0,0%,2026-03-12,2026_1Q
광주 11계 2025-34408,차량,광주,광산구,광주 광산구 산정동 156 여대주차장내 보관(010-5550-8424),"30,000,000","30,000,000",변경,0,0%,2026-03-03,2026_1Q
광주 9계 2025-34439,차량,광주,광산구,광주 광산구 월전동 92-1 평동주차장(010-4628-2670)내 보관,"5,000,000","3,500,000",예정,0,0%,2026-04-08,2026_2Q
광주 12계 2025-34449,차량,광주,동구,"광주 동구 소태동 493-1 ,493-10,494-1,494-2 영빈2주차장(010-5743-8200)내 보관","5,800,000","4,060,000",예상,0,0%,2026-04-17,2026_2Q
광주 3계 2025-34457,차량,광주,광산구,광주 광산구 우산동 218-5 서창다리주차장(010-8466-0864)내 보관,"13,000,000","9,100,000",낙찰,"13,710,000",105.5%,2026-03-05,2026_1Q
광주 8계 2025-34521,차량,광주,동구,광주 동구 소태동 493-1 내 보관(010-5743-8200),"27,000,000","27,000,000",신건,0,0%,2026-03-12,2026_1Q
광주 7계 2025-34620,차량,광주,광산구,광주 광산구 월전동 92-1 평동주차장내 보관,"7,000,000","4,900,000",예정,0,0%,2026-03-24,2026_1Q
광주 8계 2025-34671,차량,광주,광산구,광주 광산구 우산동 218-5 서창다리주차장(010-8466-0864)내 보관,"18,000,000","18,000,000",신건,0,0%,2026-03-12,2026_1Q
광주 6계 2026-30131,차량,광주,남구,광주 남구 송하동 348-1 송원주차장내 보관(010-3622-7261),"18,000,000","18,000,000",신건,0,0%,2026-03-11,2026_1Q
